gameID,game,previousround,superid2.14,superid2.13,superid2.12,superid2.11,superid2.10,superid2.9,superid2.8,superid2.7,superid2.6,superid2.5,superid2.4,superid2.3,superid2.2,superid2.1,superid,scoreA,scoreB,percentA,satisfaction,behaviorTime,showScore,round,payoff,cumulativePayoff,behavior,n_ties,satisfaction.1,cPayoffS,e_behavior,e_payoff,e_cumulativePayoff,e_satisfaction,e_stdPayoff,e_behaviorTime,a1_satisfaction,a1_behavior,a1_payoff,a1_cumulativePayoff,a1_cPayoffS,a2_satisfaction,a2_behavior,a2_payoff,a2_cumulativePayoff,a2_cPayoffS,a3_satisfaction,a3_behavior,a3_payoff,a3_cumulativePayoff,a3_cPayoffS,a4_satisfaction,a4_behavior,a4_payoff,a4_cumulativePayoff,a4_cPayoffS,a5_satisfaction,a5_behavior,a5_payoff,a5_cumulativePayoff,a5_cPayoffS,a6_satisfaction,a6_behavior,a6_payoff,a6_cumulativePayoff,a6_cPayoffS,a7_satisfaction,a7_behavior,a7_payoff,a7_cumulativePayoff,a7_cPayoffS,a8_satisfaction,a8_behavior,a8_payoff,a8_cumulativePayoff,a8_cPayoffS,a9_satisfaction,a9_behavior,a9_payoff,a9_cumulativePayoff,a9_cPayoffS,a10_satisfaction,a10_behavior,a10_payoff,a10_cumulativePayoff,a10_cPayoffS,a11_satisfaction,a11_behavior,a11_payoff,a11_cumulativePayoff,a11_cPayoffS,a12_satisfaction,a12_behavior,a12_payoff,a12_cumulativePayoff,a12_cPayoffS,a13_satisfaction,a13_behavior,a13_payoff,a13_cumulativePayoff,a13_cPayoffS,a14_satisfaction,a14_behavior,a14_payoff,a14_cumulativePayoff,a14_cPayoffS
nv_exp_10,1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,1150,200,0.3,
