superid,round,game,time_pressure,behavior,behavior_coop,behavior_defect,behavior_punish,behaviorTime_sec,degree,behavior_lag,behavior_coop_lag,local_rate_coop_lag,behavior_defect_lag,local_rate_defect_lag,behavior_punish_lag,local_rate_punish_lag,punish_type_NR,punish_type_IA,punish_type_CR,punish_type_U,rewired,initial_score_low
100,0,1,Minus,NA,0,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1
100,1,1,Minus,C,1,0,0,3.009,6,NA,0,NA,0,NA,0,NA,0,0,0,0,1,1
100,2,1,Minus,C,1,0,0,2.552,7,C,1,0.75,0,0.25,0,0,0,0,0,0,1,1
100,3,1,Minus,C,1,0,0,2.64,7,C,1,0.33333333333333337,0,0.5,0,0.16666666666666666,0,0,0,0,1,1
100,4,1,Minus,C,1,0,0,3.472,8,C,1,0.5714285714285714,0,0.2857142857142857,0,0.14285714285714288,0,0,0,0,1,1
100,5,1,Minus,C,1,0,0,1.678,5,C,1,0.7142857142857143,0,0.2857142857142857,0,0,0,0,0,0,1,1
100,6,1,Minus,C,1,0,0,2.809,5,C,1,0.5,0,0.5,0,0,0,0,0,0,0,1
100,7,1,Minus,C,1,0,0,3.849,6,C,1,0.4,0,0.4,0,0.2,0,0,0,0,1,1
100,8,1,Minus,C,1,0,0,2.073,6,C,1,0.4,0,0.4,0,0.2,0,0,0,0,1,1
100,9,1,Minus,C,1,0,0,4.633,5,C,1,0.5,0,0.33333333333333337,0,0.16666666666666669,0,0,0,0,1,1
100,10,1,Minus,C,1,0,0,2.697,6,C,1,0.6666666666666666,0,0.33333333333333337,0,0,0,0,0,0,1,1
100,11,1,Minus,C,1,0,0,1.797,8,C,1,0.6,0,0.4,0,0,0,0,0,0,1,1
100,12,1,Minus,C,1,0,0,2.487,8,C,1,0.6666666666666666,0,0.33333333333333337,0,0,0,0,0,0,1,1
100,13,1,Minus,C,1,0,0,2.075,8,C,1,0.625,0,0.375,0,0,0,0,0,0,1,1
100,14,1,Minus,C,1,0,0,1.953,8,C,1,0.625,0,0.375,0,0,0,0,0,0,1,1
100,15,1,Minus,C,1,0,0,6.417,7,C,1,0.375,0,0.625,0,0,0,0,0,0,1,1
101,0,1,Minus,NA,0,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1
101,1,1,Minus,C,1,0,0,2.767,3,NA,0,NA,0,NA,0,NA,0,0,0,0,1,1
101,2,1,Minus,D,0,1,0,6.769,7,C,1,0.25,0,0.5,0,0.25,0,0,0,0,1,1
101,3,1,Minus,C,1,0,0,2.858,6,D,0,0.33333333333333337,1,0.33333333333333337,0,0.33333333333333337,0,0,0,0,1,1
101,4,1,Minus,C,1,0,0,2.52,3,C,1,0.5714285714285714,0,0.42857142857142855,0,0,0,0,0,0,1,1
101,5,1,Minus,C,1,0,0,4.976,7,C,1,0.6666666666666666,0,0.33333333333333337,0,0,0,0,0,0,1,1
101,6,1,Minus,C,1,0,0,1.969,7,C,1,0.33333333333333337,0,0.6666666666666666,0,0,0,0,0,0,1,1
101,7,1,Minus,C,1,0,0,3.129,9,C,1,0.42857142857142855,0,0.5714285714285714,0,0,0,0,0,0,1,1
101,8,1,Minus,C,1,0,0,2.289,9,C,1,0.2857142857142857,0,0.7142857142857143,0,0,0,0,0,0,1,1
101,9,1,Minus,C,1,0,0,4.22,8,C,1,0.4444444444444444,0,0.5555555555555556,0,0,0,0,0,0,1,1
101,10,1,Minus,C,1,0,0,2.9,8,C,1,0.5555555555555556,0,0.4444444444444444,0,0,0,0,0,0,1,1
101,11,1,Minus,C,1,0,0,2.992,8,C,1,0.625,0,0.375,0,0,0,0,0,0,0,1
101,12,1,Minus,C,1,0,0,2.977,10,C,1,0.625,0,0.375,0,0,0,0,0,0,1,1
101,13,1,Minus,C,1,0,0,6.48,8,C,1,0.625,0,0.375,0,0,0,0,0,0,0,1
101,14,1,Minus,D,0,1,0,5.765,7,C,1,0.7,0,0.3,0,0,0,0,0,0,1,1
101,15,1,Minus,C,1,0,0,2.257,6,D,0,0.625,1,0.375,0,0,0,0,0,0,1,1
102,0,1,Minus,NA,0,0,0,NA,8,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1
102,1,1,Minus,C,1,0,0,2.872,4,NA,0,NA,0,NA,0,NA,0,0,0,0,1,1
102,2,1,Minus,C,1,0,0,3.718,7,C,1,0.5,0,0.5,0,0,0,0,0,0,1,1
102,3,1,Minus,C,1,0,0,2.434,7,C,1,0.25,0,0.75,0,0,0,0,0,0,1,1
102,4,1,Minus,C,1,0,0,3.129,7,C,1,0.5714285714285714,0,0.42857142857142855,0,0,0,0,0,0,1,1
102,5,1,Minus,C,1,0,0,1.48,6,C,1,0.42857142857142855,0,0.42857142857142855,0,0.14285714285714288,0,0,0,0,1,1
102,6,1,Minus,C,1,0,0,2.353,8,C,1,0.5714285714285714,0,0.42857142857142855,0,0,0,0,0,0,1,1
102,7,1,Minus,C,1,0,0,2.831,6,C,1,0.5,0,0.33333333333333337,0,0.16666666666666669,0,0,0,0,1,1
102,8,1,Minus,C,1,0,0,2.696,5,C,1,0.5,0,0.375,0,0.125,0,0,0,0,1,1
102,9,1,Minus,C,1,0,0,2.969,3,C,1,0.5,0,0.33333333333333337,0,0.16666666666666669,0,0,0,0,1,1
102,10,1,Minus,C,1,0,0,2.929,3,C,1,0.4,0,0.6,0,0,0,0,0,0,1,1
102,11,1,Minus,C,1,0,0,2.849,4,C,1,0.6666666666666666,0,0.33333333333333337,0,0,0,0,0,0,1,1
102,12,1,Minus,C,1,0,0,2.668,7,C,1,0.6666666666666666,0,0.33333333333333337,0,0,0,0,0,0,1,1
102,13,1,Minus,C,1,0,0,3.529,8,C,1,1,0,0,0,0,0,0,0,0,1,1
102,14,1,Minus,C,1,0,0,3.041,8,C,1,0.7142857142857143,0,0.2857142857142857,0,0,0,0,0,0,1,1
102,15,1,Minus,C,1,0,0,2.912,10,C,1,0.5,0,0.5,0,0,0,0,0,0,1,1
103,0,1,Minus,NA,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1
103,1,1,Minus,C,1,0,0,2.514,4,NA,0,NA,0,NA,0,NA,0,0,0,0,1,1
103,2,1,Minus,C,1,0,0,2.353,7,C,1,0.5,0,0.5,0,0,0,0,0,0,1,1
103,3,1,Minus,C,1,0,0,2.502,8,C,1,0.5,0,0.25,0,0.25,0,0,0,0,1,1
103,4,1,Minus,C,1,0,0,2.663,6,C,1,0.5714285714285714,0,0.2857142857142857,0,0.14285714285714288,0,0,0,0,1,1
103,5,1,Minus,C,1,0,0,2.146,8,C,1,0.625,0,0.25,0,0.125,0,0,0,0,1,1
103,6,1,Minus,C,1,0,0,2.352,8,C,1,0.6666666666666666,0,0.33333333333333337,0,0,0,0,0,0,1,1
103,7,1,Minus,C,1,0,0,2.582,8,C,1,0.625,0,0.25,0,0.125,0,0,0,0,1,1
103,8,1,Minus,C,1,0,0,2.724,10,C,1,0.625,0,0.25,0,0.125,0,0,0,0,1,1
103,9,1,Minus,C,1,0,0,2.593,11,C,1,0.625,0,0.25,0,0.125,0,0,0,0,1,1
103,10,1,Minus,C,1,0,0,2.523,10,C,1,0.6,0,0.3,0,0.10000000000000002,0,0,0,0,1,1
103,11,1,Minus,C,1,0,0,2.54,10,C,1,0.5454545454545454,0,0.3636363636363637,0,0.09090909090909088,0,0,0,0,1,1
103,12,1,Minus,C,1,0,0,2.454,10,C,1,0.5,0,0.4,0,0.10000000000000002,0,0,0,0,1,1
103,13,1,Minus,C,1,0,0,2.2,6,C,1,0.7,0,0.3,0,0,0,0,0,0,1,1
103,14,1,Minus,C,1,0,0,2.258,10,C,1,0.7,0,0.3,0,0,0,0,0,0,1,1
103,15,1,Minus,C,1,0,0,2.345,7,C,1,0.6666666666666666,0,0.33333333333333337,0,0,0,0,0,0,1,1
104,0,1,Minus,NA,0,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1
104,1,1,Minus,D,0,1,0,2.492,2,NA,0,NA,0,NA,0,NA,0,0,0,0,1,1
104,2,1,Minus,D,0,1,0,2.428,8,D,0,0.75,1,0.25,0,0,0,0,0,0,1,1
104,3,1,Minus,D,0,1,0,2.226,8,D,0,0.5,1,0.5,0,0,0,0,0,0,1,1
104,4,1,Minus,D,0,1,0,2.727,6,D,0,0.625,1,0.375,0,0,0,0,0,0,1,1
104,5,1,Minus,D,0,1,0,2.42,8,D,0,0.625,1,0.375,0,0,0,0,0,0,1,1
104,6,1,Minus,D,0,1,0,2.168,9,D,0,0.33333333333333337,1,0.6666666666666666,0,0,0,0,0,0,1,1
104,7,1,Minus,D,0,1,0,2.853,9,D,0,0.5,1,0.5,0,0,0,0,0,0,1,1
104,8,1,Minus,D,0,1,0,2.461,8,D,0,0.6666666666666666,1,0.33333333333333337,0,0,0,0,0,0,0,1
104,9,1,Minus,D,0,1,0,2.89,7,D,0,0.5555555555555556,1,0.4444444444444444,0,0,0,0,0,0,0,1
104,10,1,Minus,D,0,1,0,1.89,9,D,0,0.5,1,0.5,0,0,0,0,0,0,1,1
104,11,1,Minus,D,0,1,0,2.754,9,D,0,0.42857142857142855,1,0.5714285714285714,0,0,0,0,0,0,1,1
104,12,1,Minus,D,0,1,0,1.71,7,D,0,0.5555555555555556,1,0.4444444444444444,0,0,0,0,0,0,1,1
104,13,1,Minus,D,0,1,0,2.046,7,D,0,0.6666666666666666,1,0.33333333333333337,0,0,0,0,0,0,0,1
104,14,1,Minus,D,0,1,0,2.21,9,D,0,0.5714285714285714,1,0.42857142857142855,0,0,0,0,0,0,1,1
104,15,1,Minus,D,0,1,0,2.072,11,D,0,0.5714285714285714,1,0.42857142857142855,0,0,0,0,0,0,1,1
105,0,1,Minus,NA,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1
105,1,1,Minus,D,0,1,0,2.085,3,NA,0,NA,0,NA,0,NA,0,0,0,0,1,1
105,2,1,Minus,D,0,1,0,2.082,3,D,0,0.5,1,0.5,0,0,0,0,0,0,0,1
105,3,1,Minus,D,0,1,0,1.964,2,D,0,0.6666666666666666,1,0.33333333333333337,0,0,0,0,0,0,1,1
105,4,1,Minus,D,0,1,0,2.128,4,D,0,0.6666666666666666,1,0.33333333333333337,0,0,0,0,0,0,1,1
105,5,1,Minus,D,0,1,0,1.905,3,D,0,1,1,0,0,0,0,0,0,0,1,1
105,6,1,Minus,D,0,1,0,2.182,2,D,0,0.75,1,0.25,0,0,0,0,0,0,0,1
105,7,1,Minus,D,0,1,0,2.111,2,D,0,0.6666666666666666,1,0.33333333333333337,0,0,0,0,0,0,0,1
105,8,1,Minus,D,0,1,0,1.945,2,D,0,0.5,1,0.5,0,0,0,0,0,0,0,1
105,9,1,Minus,D,0,1,0,2.428,2,D,0,0.5,1,0.5,0,0,0,0,0,0,0,1
105,10,1,Minus,D,0,1,0,2.036,3,D,0,0.5,1,0.5,0,0,0,0,0,0,1,1
105,11,1,Minus,D,0,1,0,2.045,3,D,0,0.5,1,0.5,0,0,0,0,0,0,1,1
105,12,1,Minus,D,0,1,0,2.421,4,D,0,0.33333333333333337,1,0.6666666666666666,0,0,0,0,0,0,1,1
105,13,1,Minus,D,0,1,0,1.906,4,D,0,0.6666666666666666,1,0.33333333333333337,0,0,0,0,0,0,0,1
105,14,1,Minus,D,0,1,0,2.294,4,D,0,0.5,1,0.5,0,0,0,0,0,0,1,1
105,15,1,Minus,D,0,1,0,2.084,4,D,0,0.5,1,0.25,0,0.25,0,0,0,0,0,1
106,0,1,Minus,NA,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1
106,1,1,Minus,P,0,0,1,2.217,8,NA,0,NA,0,NA,0,NA,0,0,0,1,1,1
106,2,1,Minus,P,0,0,1,2.201,9,P,0,0.5,0,0.5,1,0,0,1,0,0,1,1
106,3,1,Minus,P,0,0,1,1.912,9,P,0,0.375,0,0.625,1,0,1,1,0,0,1,1
106,4,1,Minus,P,0,0,1,1.753,8,P,0,0.5555555555555556,0,0.4444444444444444,1,0,0,1,0,0,1,1
106,5,1,Minus,D,0,1,0,2.28,8,P,0,0.5555555555555556,0,0.4444444444444444,1,0,0,0,0,0,1,1
106,6,1,Minus,P,0,0,1,1.88,6,D,0,0.5,1,0.5,0,0,0,1,0,0,0,1
106,7,1,Minus,P,0,0,1,2.161,8,P,0,0.625,0,0.375,1,0,0,0,0,1,1,1
106,8,1,Minus,P,0,0,1,2.113,6,P,0,0.6666666666666666,0,0.33333333333333337,1,0,0,1,0,0,1,1
106,9,1,Minus,P,0,0,1,2.113,6,P,0,0.625,0,0.375,1,0,0,1,0,0,1,1
106,10,1,Minus,P,0,0,1,1.953,7,P,0,0.5,0,0.5,1,0,0,1,0,0,1,1
106,11,1,Minus,P,0,0,1,1.659,7,P,0,0.5,0,0.5,1,0,0,1,0,0,1,1
106,12,1,Minus,C,1,0,0,2.728,7,P,0,0.42857142857142855,0,0.5714285714285714,1,0,0,0,0,0,1,1
106,13,1,Minus,D,0,1,0,3.073,6,C,1,0.42857142857142855,0,0.5714285714285714,0,0,0,0,0,0,0,1
106,14,1,Minus,P,0,0,1,1.77,7,D,0,0.42857142857142855,1,0.5714285714285714,0,0,1,1,0,0,1,1
106,15,1,Minus,D,0,1,0,2.06,9,P,0,0.33333333333333337,0,0.6666666666666666,1,0,0,0,0,0,1,1
108,0,1,Minus,NA,0,0,0,NA,9,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1
108,1,1,Minus,C,1,0,0,2.289,8,NA,0,NA,0,NA,0,NA,0,0,0,0,0,1
108,2,1,Minus,C,1,0,0,2.503,7,C,1,0.5555555555555556,0,0.4444444444444444,0,0,0,0,0,0,1,1
108,3,1,Minus,C,1,0,0,2.41,9,C,1,0.5,0,0.5,0,0,0,0,0,0,1,1
108,4,1,Minus,C,1,0,0,1.889,9,C,1,0.5714285714285714,0,0.2857142857142857,0,0.14285714285714288,0,0,0,0,1,1
108,5,1,Minus,C,1,0,0,2.384,8,C,1,0.6666666666666666,0,0.2222222222222222,0,0.1111111111111111,0,0,0,0,1,1
108,6,1,Minus,C,1,0,0,2.159,10,C,1,0.6666666666666666,0,0.33333333333333337,0,0,0,0,0,0,1,1
108,7,1,Minus,C,1,0,0,2.322,6,C,1,0.625,0,0.375,0,0,0,0,0,0,1,1
108,8,1,Minus,C,1,0,0,2.189,8,C,1,0.6,0,0.4,0,0,0,0,0,0,1,1
108,9,1,Minus,C,1,0,0,2.288,8,C,1,0.6666666666666666,0,0.33333333333333337,0,0,0,0,0,0,1,1
108,10,1,Minus,C,1,0,0,2.481,10,C,1,0.75,0,0.25,0,0,0,0,0,0,1,1
108,11,1,Minus,C,1,0,0,1.963,10,C,1,0.625,0,0.25,0,0.125,0,0,0,0,1,1
108,12,1,Minus,C,1,0,0,2.56,7,C,1,0.6,0,0.3,0,0.1,0,0,0,0,1,1
108,13,1,Minus,C,1,0,0,2.477,4,C,1,0.8,0,0.2,0,0,0,0,0,0,1,1
108,14,1,Minus,C,1,0,0,2.503,5,C,1,0.8571428571428571,0,0.14285714285714288,0,0,0,0,0,0,1,1
108,15,1,Minus,C,1,0,0,2.094,6,C,1,0.75,0,0,0,0.25,0,0,0,0,1,1
109,0,1,Minus,NA,0,0,0,NA,7,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1
109,1,1,Minus,C,1,0,0,3.927,5,NA,0,NA,0,NA,0,NA,0,0,0,0,1,1
109,2,1,Minus,C,1,0,0,2.552,9,C,1,0.5714285714285714,0,0.2857142857142857,0,0.14285714285714288,0,0,0,0,1,1
109,3,1,Minus,C,1,0,0,2.683,8,C,1,0.8,0,0.2,0,0,0,0,0,0,1,1
109,4,1,Minus,C,1,0,0,2.175,7,C,1,0.6666666666666666,0,0.2222222222222222,0,0.1111111111111111,0,0,0,0,1,1
109,5,1,Minus,C,1,0,0,3.162,11,C,1,0.625,0,0.25,0,0.125,0,0,0,0,1,1
109,6,1,Minus,C,1,0,0,2.826,9,C,1,0.7142857142857143,0,0.2857142857142857,0,0,0,0,0,0,0,1
109,7,1,Minus,C,1,0,0,2.255,7,C,1,0.6363636363636364,0,0.2727272727272727,0,0.0909090909090909,0,0,0,0,1,1
109,8,1,Minus,C,1,0,0,2.545,6,C,1,0.5555555555555556,0,0.33333333333333337,0,0.11111111111111108,0,0,0,0,1,1
109,9,1,Minus,C,1,0,0,2.337,6,C,1,0.5714285714285714,0,0.2857142857142857,0,0.14285714285714288,0,0,0,0,1,1
109,10,1,Minus,C,1,0,0,2.85,7,C,1,0.5,0,0.33333333333333337,0,0.16666666666666669,0,0,0,0,1,1
109,11,1,Minus,C,1,0,0,2.712,7,C,1,0.6666666666666666,0,0.33333333333333337,0,0,0,0,0,0,1,1
109,12,1,Minus,C,1,0,0,2.769,8,C,1,0.7142857142857143,0,0.2857142857142857,0,0,0,0,0,0,1,1
109,13,1,Minus,C,1,0,0,4.502,9,C,1,0.7142857142857143,0,0.2857142857142857,0,0,0,0,0,0,1,1
109,14,1,Minus,C,1,0,0,1.522,8,C,1,0.625,0,0.375,0,0,0,0,0,0,1,1
109,15,1,Minus,C,1,0,0,1.535,10,C,1,0.5555555555555556,0,0.4444444444444444,0,0,0,0,0,0,1,1
110,0,1,Minus,NA,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1
110,1,1,Minus,D,0,1,0,1.72,5,NA,0,NA,0,NA,0,NA,0,0,0,0,1,1
110,2,1,Minus,D,0,1,0,2.057,5,D,0,0.8333333333333334,1,0,0,0.16666666666666669,0,0,0,0,1,1
110,3,1,Minus,D,0,1,0,2.049,5,D,0,0.8,1,0,0,0.2,0,0,0,0,1,1
110,4,1,Minus,D,0,1,0,2.624,6,D,0,0.8,1,0,0,0.2,0,0,0,0,1,1
110,5,1,Minus,D,0,1,0,2.185,7,D,0,0.6,1,0.2,0,0.2,0,0,0,0,1,1
110,6,1,Minus,D,0,1,0,2.092,7,D,0,0.6666666666666666,1,0.33333333333333337,0,0,0,0,0,0,1,1
110,7,1,Minus,D,0,1,0,2.103,9,D,0,0.8571428571428571,1,0.14285714285714288,0,0,0,0,0,0,1,1
110,8,1,Minus,D,0,1,0,2.716,8,D,0,0.8571428571428571,1,0.14285714285714288,0,0,0,0,0,0,1,1
110,9,1,Minus,D,0,1,0,2.148,7,D,0,0.6666666666666666,1,0.2222222222222222,0,0.1111111111111111,0,0,0,0,1,1
110,10,1,Minus,D,0,1,0,2.747,7,D,0,0.625,1,0.25,0,0.125,0,0,0,0,1,1
110,11,1,Minus,D,0,1,0,4.023,5,D,0,0.5714285714285714,1,0.2857142857142857,0,0.14285714285714288,0,0,0,0,0,1
110,12,1,Minus,D,0,1,0,2.329,5,D,0,0.5714285714285714,1,0.2857142857142857,0,0.14285714285714288,0,0,0,0,1,1
110,13,1,Minus,D,0,1,0,2.456,7,D,0,0.6,1,0.4,0,0,0,0,0,0,1,1
110,14,1,Minus,D,0,1,0,1.719,8,D,0,0.4,1,0.6,0,0,0,0,0,0,1,1
110,15,1,Minus,D,0,1,0,2.002,7,D,0,0.42857142857142855,1,0.42857142857142855,0,0.14285714285714288,0,0,0,0,1,1
111,0,1,Minus,NA,0,0,0,NA,7,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1
111,1,1,Minus,D,0,1,0,5.796,7,NA,0,NA,0,NA,0,NA,0,0,0,0,0,1
111,2,1,Minus,D,0,1,0,4.528,5,D,0,0.5714285714285714,1,0.2857142857142857,0,0.14285714285714288,0,0,0,0,1,1
111,3,1,Minus,D,0,1,0,5.457,5,D,0,0.42857142857142855,1,0.42857142857142855,0,0.14285714285714288,0,0,0,0,1,1
111,4,1,Minus,D,0,1,0,2.588,8,D,0,0.6,1,0.2,0,0.2,0,0,0,0,1,1
111,5,1,Minus,D,0,1,0,3.978,10,D,0,0.4,1,0.4,0,0.2,0,0,0,0,1,1
111,6,1,Minus,D,0,1,0,3.831,10,D,0,0.5,1,0.5,0,0,0,0,0,0,1,1
111,7,1,Minus,D,0,1,0,3.241,9,D,0,0.6,1,0.3,0,0.1,0,0,0,0,0,1
111,8,1,Minus,D,0,1,0,2.072,9,D,0,0.6,1,0.3,0,0.1,0,0,0,0,1,1
111,9,1,Minus,D,0,1,0,3.961,8,D,0,0.5555555555555556,1,0.33333333333333337,0,0.1111111111111111,0,0,0,0,0,1
111,10,1,Minus,D,0,1,0,3.968,7,D,0,0.5555555555555556,1,0.33333333333333337,0,0.1111111111111111,0,0,0,0,0,1
111,11,1,Minus,D,0,1,0,5.12,6,D,0,0.625,1,0.25,0,0.125,0,0,0,0,1,1
111,12,1,Minus,D,0,1,0,2.381,7,D,0,0.5714285714285714,1,0.2857142857142857,0,0.14285714285714288,0,0,0,0,1,1
111,13,1,Minus,D,0,1,0,4.025,8,D,0,0.6666666666666666,1,0.33333333333333337,0,0,0,0,0,0,1,1
111,14,1,Minus,D,0,1,0,4.049,11,D,0,0.7142857142857143,1,0.2857142857142857,0,0,0,0,0,0,1,1
111,15,1,Minus,D,0,1,0,3.271,12,D,0,0.5,1,0.5,0,0,0,0,0,0,1,1
112,0,1,Minus,NA,0,0,0,NA,6,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1
112,1,1,Minus,D,0,1,0,2.006,4,NA,0,NA,0,NA,0,NA,0,0,0,0,1,1
112,2,1,Minus,D,0,1,0,2.038,4,D,0,0.6666666666666666,1,0.16666666666666669,0,0.16666666666666666,0,0,0,0,1,1
112,3,1,Minus,D,0,1,0,2.031,6,D,0,0.5,1,0.25,0,0.25,0,0,0,0,1,1
112,4,1,Minus,D,0,1,0,2.244,7,D,0,0.5,1,0.25,0,0.25,0,0,0,0,1,1
112,5,1,Minus,D,0,1,0,2.058,4,D,0,0.6666666666666666,1,0.16666666666666669,0,0.16666666666666666,0,0,0,0,1,1
112,6,1,Minus,D,0,1,0,2.206,5,D,0,0.5714285714285714,1,0.42857142857142855,0,0,0,0,0,0,1,1
112,7,1,Minus,D,0,1,0,1.943,6,D,0,0.25,1,0.5,0,0.25,0,0,0,0,1,1
112,8,1,Minus,D,0,1,0,2.203,7,D,0,0.4,1,0.4,0,0.2,0,0,0,0,1,1
112,9,1,Minus,D,0,1,0,2.429,6,D,0,0.5,1,0.33333333333333337,0,0.16666666666666669,0,0,0,0,1,1
112,10,1,Minus,D,0,1,0,2.004,6,D,0,0.5714285714285714,1,0.2857142857142857,0,0.14285714285714288,0,0,0,0,1,1
112,11,1,Minus,D,0,1,0,1.918,5,D,0,0.6666666666666666,1,0.16666666666666669,0,0.16666666666666669,0,0,0,0,1,1
112,12,1,Minus,D,0,1,0,2.282,5,D,0,0.5,1,0.33333333333333337,0,0.16666666666666669,0,0,0,0,1,1
112,13,1,Minus,D,0,1,0,1.915,5,D,0,0.6,1,0.4,0,0,0,0,0,0,1,1
112,14,1,Minus,D,0,1,0,2.361,6,D,0,0.4,1,0.6,0,0,0,0,0,0,1,1
112,15,1,Minus,D,0,1,0,1.966,5,D,0,0.2,1,0.6,0,0.2,0,0,0,0,1,1
113,0,1,Minus,NA,0,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1
113,1,1,Minus,C,1,0,0,3.017,5,NA,0,NA,0,NA,0,NA,0,0,0,0,1,1
113,2,1,Minus,C,1,0,0,3.791,6,C,1,0.5,0,0.25,0,0.25,0,0,0,0,1,1
113,3,1,Minus,C,1,0,0,2.796,10,C,1,0.8,0,0,0,0.2,0,0,0,0,1,1
113,4,1,Minus,C,1,0,0,2.951,9,C,1,0.5,0,0.33333333333333337,0,0.16666666666666666,0,0,0,0,1,1
113,5,1,Minus,C,1,0,0,3.89,10,C,1,0.6,0,0.29999999999999993,0,0.1,0,0,0,0,1,1
113,6,1,Minus,C,1,0,0,3.257,8,C,1,0.6666666666666666,0,0.33333333333333337,0,0,0,0,0,0,1,1
113,7,1,Minus,C,1,0,0,2.554,6,C,1,0.6,0,0.4,0,0,0,0,0,0,1,1
113,8,1,Minus,C,1,0,0,3.871,5,C,1,0.625,0,0.375,0,0,0,0,0,0,1,1
113,9,1,Minus,C,1,0,0,2.501,6,C,1,0.5,0,0.5,0,0,0,0,0,0,1,1
113,10,1,Minus,C,1,0,0,2.633,6,C,1,0.4,0,0.6,0,0,0,0,0,0,1,1
113,11,1,Minus,C,1,0,0,3.401,5,C,1,0.6666666666666666,0,0.33333333333333337,0,0,0,0,0,0,1,1
113,12,1,Minus,C,1,0,0,2.495,10,C,1,0.5,0,0.33333333333333337,0,0.16666666666666669,0,0,0,0,1,1
113,13,1,Minus,C,1,0,0,3.059,9,C,1,0.6,0,0.4,0,0,0,0,0,0,1,1
113,14,1,Minus,C,1,0,0,2.805,13,C,1,0.5,0,0.5,0,0,0,0,0,0,1,1
113,15,1,Minus,C,1,0,0,2.535,9,C,1,0.3333333333333333,0,0.5555555555555556,0,0.11111111111111108,0,0,0,0,1,1
114,0,1,Minus,NA,0,0,0,NA,3,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
114,1,1,Minus,D,0,1,0,2.626,5,NA,0,NA,0,NA,0,NA,0,0,0,0,1,0
114,2,1,Minus,D,0,1,0,2.191,6,D,0,0.6666666666666666,1,0.33333333333333337,0,0,0,0,0,0,1,0
114,3,1,Minus,D,0,1,0,2.134,6,D,0,0.6,1,0.2,0,0.2,0,0,0,0,1,0
114,4,1,Minus,D,0,1,0,1.71,6,D,0,0.5,1,0.33333333333333337,0,0.16666666666666669,0,0,0,0,1,0
114,5,1,Minus,D,0,1,0,1.842,5,D,0,0.6666666666666666,1,0.16666666666666669,0,0.16666666666666669,0,0,0,0,0,0
114,6,1,Minus,D,0,1,0,5.312,5,D,0,0.6666666666666666,1,0.33333333333333337,0,0,0,0,0,0,1,0
114,7,1,Minus,D,0,1,0,2.035,3,D,0,0.6,1,0.2,0,0.2,0,0,0,0,1,0
114,8,1,Minus,D,0,1,0,3.279,5,D,0,1,1,0,0,0,0,0,0,0,1,0
114,9,1,Minus,D,0,1,0,2.322,4,D,0,1,1,0,0,0,0,0,0,0,1,0
114,10,1,Minus,D,0,1,0,1.78,5,D,0,1,1,0,0,0,0,0,0,0,1,0
114,11,1,Minus,D,0,1,0,1.609,4,D,0,1,1,0,0,0,0,0,0,0,1,0
114,12,1,Minus,D,0,1,0,1.683,6,D,0,0.8,1,0,0,0.2,0,0,0,0,1,0
114,13,1,Minus,D,0,1,0,2.306,7,D,0,1,1,0,0,0,0,0,0,0,1,0
114,14,1,Minus,D,0,1,0,2.107,8,D,0,0.8333333333333334,1,0.16666666666666669,0,0,0,0,0,0,1,0
114,15,1,Minus,D,0,1,0,1.807,5,D,0,0.7142857142857143,1,0.14285714285714288,0,0.14285714285714288,0,0,0,0,1,0
115,0,1,Minus,NA,0,0,0,NA,4,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
115,1,1,Minus,C,1,0,0,2.326,3,NA,0,NA,0,NA,0,NA,0,0,0,0,1,0
115,2,1,Minus,C,1,0,0,1.958,5,C,1,0.75,0,0.25,0,0,0,0,0,0,1,0
115,3,1,Minus,C,1,0,0,1.872,6,C,1,0.6666666666666666,0,0.33333333333333337,0,0,0,0,0,0,1,0
115,4,1,Minus,C,1,0,0,1.618,5,C,1,0.8,0,0.2,0,0,0,0,0,0,0,0
115,5,1,Minus,C,1,0,0,2.211,5,C,1,0.8333333333333334,0,0.16666666666666669,0,0,0,0,0,0,1,0
115,6,1,Minus,C,1,0,0,1.409,7,C,1,0.8,0,0.2,0,0,0,0,0,0,1,0
115,7,1,Minus,C,1,0,0,1.82,5,C,1,1,0,0,0,0,0,0,0,0,0,0
