"id","event","event_date","data_name","data_value"
"1945737","clientLogIn","2018-08-23T18:59:55Z","clientId","308XBLVESJVVO19Z3SEVO0E3KPDRBL"
"1945737","clientLogIn","2018-08-23T18:59:55Z","referer","https://nlab.ph.ucla.edu:9663/game/513/10183/308XBLVESJVVO19Z3SEVO0E3KPDRBL/connected?connectionSpeed=110"
"1945737","clientLogIn","2018-08-23T18:59:55Z","connection","keep-alive"
"1945737","clientLogIn","2018-08-23T18:59:55Z","acceptLanguage","en-US,en;q=0.9"
"1945737","clientLogIn","2018-08-23T18:59:55Z","acceptEncoding","gzip, deflate, br"
"1945737","clientLogIn","2018-08-23T18:59:55Z","userAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
"1945737","clientLogIn","2018-08-23T18:59:55Z","host","nlab.ph.ucla.edu:9663"
"1945737","clientLogIn","2018-08-23T18:59:55Z","ipAddress","108.184.205.177"
"1945737","clientLogIn","2018-08-23T18:59:55Z","requestURI","/game/513/10183/308XBLVESJVVO19Z3SEVO0E3KPDRBL/state"
"1945738","clientLogIn","2018-08-23T19:00:04Z","requestURI","/game/513/10183/35LDD5557BV5KO014XV7143J1WNMKC/state"
"1945738","clientLogIn","2018-08-23T19:00:04Z","clientId","35LDD5557BV5KO014XV7143J1WNMKC"
"1945738","clientLogIn","2018-08-23T19:00:04Z","referer","https://nlab.ph.ucla.edu:9663/game/513/10183/35LDD5557BV5KO014XV7143J1WNMKC/connected?connectionSpeed=2271"
"1945738","clientLogIn","2018-08-23T19:00:04Z","connection","keep-alive"
"1945738","clientLogIn","2018-08-23T19:00:04Z","acceptLanguage","en-US,en;q=0.9,es;q=0.8"
"1945738","clientLogIn","2018-08-23T19:00:04Z","acceptEncoding","gzip, deflate, br"
"1945738","clientLogIn","2018-08-23T19:00:04Z","userAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
"1945738","clientLogIn","2018-08-23T19:00:04Z","host","nlab.ph.ucla.edu:9663"
"1945738","clientLogIn","2018-08-23T19:00:04Z","ipAddress","189.163.183.255"
"1945739","clientLogIn","2018-08-23T19:00:27Z","clientId","3QUO65DNQVF7NNQPBREMZV1MYN0OUQ"
"1945739","clientLogIn","2018-08-23T19:00:27Z","referer","https://nlab.ph.ucla.edu:9663/game/513/10183/3QUO65DNQVF7NNQPBREMZV1MYN0OUQ/connected?connectionSpeed="
"1945739","clientLogIn","2018-08-23T19:00:27Z","connection","keep-alive"
"1945739","clientLogIn","2018-08-23T19:00:27Z","acceptLanguage","en-US,en;q=0.9"
"1945739","clientLogIn","2018-08-23T19:00:27Z","acceptEncoding","gzip, deflate, br"
"1945739","clientLogIn","2018-08-23T19:00:27Z","userAgent","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
"1945739","clientLogIn","2018-08-23T19:00:27Z","host","nlab.ph.ucla.edu:9663"
"1945739","clientLogIn","2018-08-23T19:00:27Z","ipAddress","196.19.156.157"
"1945739","clientLogIn","2018-08-23T19:00:27Z","requestURI","/game/513/10183/3QUO65DNQVF7NNQPBREMZV1MYN0OUQ/state"
"1945740","clientLogIn","2018-08-23T19:00:50Z","clientId","358UUM7WR0U8MP69QB2FJYS71ZMR7Z"
"1945740","clientLogIn","2018-08-23T19:00:50Z","referer","https://nlab.ph.ucla.edu:9663/game/513/10183/358UUM7WR0U8MP69QB2FJYS71ZMR7Z/connected?connectionSpeed=3342"
"1945740","clientLogIn","2018-08-23T19:00:50Z","connection","keep-alive"
"1945740","clientLogIn","2018-08-23T19:00:50Z","acceptLanguage","en-US,en;q=0.9"
"1945740","clientLogIn","2018-08-23T19:00:50Z","acceptEncoding","gzip, deflate, br"
"1945740","clientLogIn","2018-08-23T19:00:50Z","userAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
"1945740","clientLogIn","2018-08-23T19:00:50Z","host","nlab.ph.ucla.edu:9663"
"1945740","clientLogIn","2018-08-23T19:00:50Z","ipAddress","71.227.121.46"
"1945740","clientLogIn","2018-08-23T19:00:50Z","requestURI","/game/513/10183/358UUM7WR0U8MP69QB2FJYS71ZMR7Z/state"
"1945741","clientLogIn","2018-08-23T19:01:06Z","clientId","3WI0P0II62JO3Y7JHO51JQ23NAPRDS"
