"id","event","event_date","data_name","data_value"
"1915059","clientLogIn","2018-03-19T05:12:34Z","clientId","39K0FND3AI6Z8BRFS6II7Q0MLE7MAM"
"1915059","clientLogIn","2018-03-19T05:12:34Z","referer","https://nlab.ph.ucla.edu:9663/game/513/9954/39K0FND3AI6Z8BRFS6II7Q0MLE7MAM/connected?connectionSpeed=1310"
"1915059","clientLogIn","2018-03-19T05:12:34Z","connection","keep-alive"
"1915059","clientLogIn","2018-03-19T05:12:34Z","acceptLanguage","en-US,en;q=0.9"
"1915059","clientLogIn","2018-03-19T05:12:34Z","acceptEncoding","gzip, deflate, br"
"1915059","clientLogIn","2018-03-19T05:12:34Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
"1915059","clientLogIn","2018-03-19T05:12:34Z","host","nlab.ph.ucla.edu:9663"
"1915059","clientLogIn","2018-03-19T05:12:34Z","ipAddress","122.45.29.132"
"1915059","clientLogIn","2018-03-19T05:12:34Z","requestURI","/game/513/9954/39K0FND3AI6Z8BRFS6II7Q0MLE7MAM/state"
"1915060","clientLogIn","2018-03-19T05:12:36Z","clientId","3ZGVPD4G6U84MEP7DVZTAXMNO7ATZV"
"1915060","clientLogIn","2018-03-19T05:12:36Z","referer","https://nlab.ph.ucla.edu:9663/game/513/9954/3ZGVPD4G6U84MEP7DVZTAXMNO7ATZV/connected?connectionSpeed=1055"
"1915060","clientLogIn","2018-03-19T05:12:36Z","connection","keep-alive"
"1915060","clientLogIn","2018-03-19T05:12:36Z","acceptLanguage","en-US,en;q=0.9"
"1915060","clientLogIn","2018-03-19T05:12:36Z","acceptEncoding","gzip, deflate, br"
"1915060","clientLogIn","2018-03-19T05:12:36Z","userAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36"
"1915060","clientLogIn","2018-03-19T05:12:36Z","host","nlab.ph.ucla.edu:9663"
"1915060","clientLogIn","2018-03-19T05:12:36Z","ipAddress","98.247.142.31"
"1915060","clientLogIn","2018-03-19T05:12:36Z","requestURI","/game/513/9954/3ZGVPD4G6U84MEP7DVZTAXMNO7ATZV/state"
"1915061","clientLogIn","2018-03-19T05:12:42Z","requestURI","/game/513/9954/34YB12FSQZF0I24IE6AS3CBPJ9KMGY/state"
"1915061","clientLogIn","2018-03-19T05:12:42Z","clientId","34YB12FSQZF0I24IE6AS3CBPJ9KMGY"
"1915061","clientLogIn","2018-03-19T05:12:42Z","referer","https://nlab.ph.ucla.edu:9663/game/513/9954/34YB12FSQZF0I24IE6AS3CBPJ9KMGY/connected?connectionSpeed=422"
"1915061","clientLogIn","2018-03-19T05:12:42Z","connection","keep-alive"
"1915061","clientLogIn","2018-03-19T05:12:42Z","acceptLanguage","en-US,en;q=0.9"
"1915061","clientLogIn","2018-03-19T05:12:42Z","acceptEncoding","gzip, deflate, br"
"1915061","clientLogIn","2018-03-19T05:12:42Z","userAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36"
"1915061","clientLogIn","2018-03-19T05:12:42Z","host","nlab.ph.ucla.edu:9663"
"1915061","clientLogIn","2018-03-19T05:12:42Z","ipAddress","98.176.238.152"
"1915062","clientLogIn","2018-03-19T05:12:42Z","clientId","3IX2EGZR7CA16K7BRKRCMOXFHO0RJV"
"1915062","clientLogIn","2018-03-19T05:12:42Z","referer","https://nlab.ph.ucla.edu:9663/game/513/9954/3IX2EGZR7CA16K7BRKRCMOXFHO0RJV/connected?connectionSpeed=1489"
"1915062","clientLogIn","2018-03-19T05:12:42Z","connection","keep-alive"
"1915062","clientLogIn","2018-03-19T05:12:42Z","ipAddress","73.67.229.138"
"1915062","clientLogIn","2018-03-19T05:12:42Z","requestURI","/game/513/9954/3IX2EGZR7CA16K7BRKRCMOXFHO0RJV/state"
"1915062","clientLogIn","2018-03-19T05:12:42Z","acceptLanguage","en-US,en;q=0.9,vi;q=0.8"
"1915062","clientLogIn","2018-03-19T05:12:42Z","acceptEncoding","gzip, deflate, br"
"1915062","clientLogIn","2018-03-19T05:12:42Z","userAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36"
"1915062","clientLogIn","2018-03-19T05:12:42Z","host","nlab.ph.ucla.edu:9663"
"1915063","clientLogIn","2018-03-19T05:12:43Z","clientId","3ZV9H2YQQEYVT2M8NT9VTGO7D6TW3R"
"1915063","clientLogIn","2018-03-19T05:12:43Z","referer","https://nlab.ph.ucla.edu:9663/game/513/9954/3ZV9H2YQQEYVT2M8NT9VTGO7D6TW3R/connected?connectionSpeed=535"
"1915063","clientLogIn","2018-03-19T05:12:43Z","connection","keep-alive"
"1915063","clientLogIn","2018-03-19T05:12:43Z","acceptLanguage","es-ES,es;q=0.9,en-US;q=0.8,en;q=0.7"
"1915063","clientLogIn","2018-03-19T05:12:43Z","acceptEncoding","gzip, deflate, br"
"1915063","clientLogIn","2018-03-19T05:12:43Z","userAgent","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.162 Safari/537.36"
"1915063","clientLogIn","2018-03-19T05:12:43Z","host","nlab.ph.ucla.edu:9663"
"1915063","clientLogIn","2018-03-19T05:12:43Z","ipAddress","181.44.2.214"
"1915063","clientLogIn","2018-03-19T05:12:43Z","requestURI","/game/513/9954/3ZV9H2YQQEYVT2M8NT9VTGO7D6TW3R/state"
"1915064","clientLogIn","2018-03-19T05:12:48Z","clientId","3W2LOLRXLC6WH4DT95RON3XSWD0RKU"
"1915064","clientLogIn","2018-03-19T05:12:48Z","referer","https://nlab.ph.ucla.edu:9663/game/513/9954/3W2LOLRXLC6WH4DT95RON3XSWD0RKU/connected?connectionSpeed=886"
"1915064","clientLogIn","2018-03-19T05:12:48Z","connection","keep-alive"
"1915064","clientLogIn","2018-03-19T05:12:48Z","acceptLanguage","en-US,en;q=0.9"
"1915064","clientLogIn","2018-03-19T05:12:48Z","acceptEncoding","gzip, deflate, br"
"1915064","clientLogIn","2018-03-19T05:12:48Z","userAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/64.0.3282.186 Safari/537.36"
"1915064","clientLogIn","2018-03-19T05:12:48Z","host","nlab.ph.ucla.edu:9663"
"1915064","clientLogIn","2018-03-19T05:12:48Z","ipAddress","104.57.108.39"
"1915064","clientLogIn","2018-03-19T05:12:48Z","requestURI","/game/513/9954/3W2LOLRXLC6WH4DT95RON3XSWD0RKU/state"
"1915065","clientLogIn","2018-03-19T05:12:55Z","clientId","3180JW2OT53C1X9DUDE9JNSJP6BJ59"
"1915065","clientLogIn","2018-03-19T05:12:55Z","referer","https://nlab.ph.ucla.edu:9663/game/513/9954/3180JW2OT53C1X9DUDE9JNSJP6BJ59/connected?connectionSpeed=422"
"1915065","clientLogIn","2018-03-19T05:12:55Z","connection","keep-alive"
"1915065","clientLogIn","2018-03-19T05:12:55Z","acceptLanguage","en-US,en;q=0.9"
