"id","event","event_date","data_name","data_value"
"1944359","clientLogIn","2018-08-22T23:04:07Z","connection","keep-alive"
"1944359","clientLogIn","2018-08-22T23:04:07Z","acceptLanguage","en-US,en;q=0.9"
"1944359","clientLogIn","2018-08-22T23:04:07Z","acceptEncoding","gzip, deflate, br"
"1944359","clientLogIn","2018-08-22T23:04:07Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36"
"1944359","clientLogIn","2018-08-22T23:04:07Z","host","nlab.ph.ucla.edu:9663"
"1944359","clientLogIn","2018-08-22T23:04:07Z","ipAddress","71.84.20.24"
"1944359","clientLogIn","2018-08-22T23:04:07Z","requestURI","/game/513/10182/3SKEMFQBZ4WQZZYXAWLOWM2OHOAK8S/state"
"1944359","clientLogIn","2018-08-22T23:04:07Z","clientId","3SKEMFQBZ4WQZZYXAWLOWM2OHOAK8S"
"1944359","clientLogIn","2018-08-22T23:04:07Z","referer","https://nlab.ph.ucla.edu:9663/game/513/10182/3SKEMFQBZ4WQZZYXAWLOWM2OHOAK8S/connected?connectionSpeed=1506"
"1944360","clientLogIn","2018-08-22T23:04:23Z","clientId","3YJ6NA41JC7GU7RWESNNHTX1R9APJI"
"1944360","clientLogIn","2018-08-22T23:04:23Z","referer","https://nlab.ph.ucla.edu:9663/game/513/10182/3YJ6NA41JC7GU7RWESNNHTX1R9APJI/connected?connectionSpeed=2482"
"1944360","clientLogIn","2018-08-22T23:04:23Z","connection","keep-alive"
"1944360","clientLogIn","2018-08-22T23:04:23Z","acceptLanguage","en-US,en;q=0.5"
"1944360","clientLogIn","2018-08-22T23:04:23Z","acceptEncoding","gzip, deflate, br"
"1944360","clientLogIn","2018-08-22T23:04:23Z","userAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0"
"1944360","clientLogIn","2018-08-22T23:04:23Z","host","nlab.ph.ucla.edu:9663"
"1944360","clientLogIn","2018-08-22T23:04:23Z","ipAddress","173.80.120.122"
"1944360","clientLogIn","2018-08-22T23:04:23Z","requestURI","/game/513/10182/3YJ6NA41JC7GU7RWESNNHTX1R9APJI/state"
"1944361","clientLogIn","2018-08-22T23:04:36Z","clientId","373ERPL3YPZVKN3G3E5GOUKPQTPRTH"
"1944361","clientLogIn","2018-08-22T23:04:36Z","referer","https://nlab.ph.ucla.edu:9663/game/513/10182/373ERPL3YPZVKN3G3E5GOUKPQTPRTH/connected?connectionSpeed=173"
"1944361","clientLogIn","2018-08-22T23:04:36Z","connection","keep-alive"
"1944361","clientLogIn","2018-08-22T23:04:36Z","acceptLanguage","en-US,en;q=0.9,ta;q=0.8"
"1944361","clientLogIn","2018-08-22T23:04:36Z","acceptEncoding","gzip, deflate, br"
"1944361","clientLogIn","2018-08-22T23:04:36Z","userAgent","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
"1944361","clientLogIn","2018-08-22T23:04:36Z","host","nlab.ph.ucla.edu:9663"
"1944361","clientLogIn","2018-08-22T23:04:36Z","ipAddress","196.19.157.195"
"1944361","clientLogIn","2018-08-22T23:04:36Z","requestURI","/game/513/10182/373ERPL3YPZVKN3G3E5GOUKPQTPRTH/state"
"1944362","clientLogIn","2018-08-22T23:07:05Z","clientId","308Q0PEVB94Z79RJFL6QJ2IM9Q3I94"
"1944362","clientLogIn","2018-08-22T23:07:05Z","referer","https://nlab.ph.ucla.edu:9663/game/513/10182/308Q0PEVB94Z79RJFL6QJ2IM9Q3I94/connected?connectionSpeed=442"
"1944362","clientLogIn","2018-08-22T23:07:05Z","connection","keep-alive"
"1944362","clientLogIn","2018-08-22T23:07:05Z","acceptLanguage","en-US,en;q=0.9"
"1944362","clientLogIn","2018-08-22T23:07:05Z","acceptEncoding","gzip, deflate, br"
"1944362","clientLogIn","2018-08-22T23:07:05Z","userAgent","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
"1944362","clientLogIn","2018-08-22T23:07:05Z","host","nlab.ph.ucla.edu:9663"
"1944362","clientLogIn","2018-08-22T23:07:05Z","ipAddress","157.51.137.135"
"1944362","clientLogIn","2018-08-22T23:07:05Z","requestURI","/game/513/10182/308Q0PEVB94Z79RJFL6QJ2IM9Q3I94/state"
"1944363","clientLogIn","2018-08-22T23:07:05Z","clientId","3B1NLC6UG0N6351V6M2KKG5LZHTPGE"
"1944363","clientLogIn","2018-08-22T23:07:05Z","referer","https://nlab.ph.ucla.edu:9663/game/513/10182/3B1NLC6UG0N6351V6M2KKG5LZHTPGE/connected?connectionSpeed="
"1944363","clientLogIn","2018-08-22T23:07:05Z","connection","keep-alive"
"1944363","clientLogIn","2018-08-22T23:07:05Z","acceptLanguage","en-US,en;q=0.9"
"1944363","clientLogIn","2018-08-22T23:07:05Z","acceptEncoding","gzip, deflate, br"
"1944363","clientLogIn","2018-08-22T23:07:05Z","userAgent","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
"1944363","clientLogIn","2018-08-22T23:07:05Z","host","nlab.ph.ucla.edu:9663"
"1944363","clientLogIn","2018-08-22T23:07:05Z","ipAddress","122.178.162.201"
"1944363","clientLogIn","2018-08-22T23:07:05Z","requestURI","/game/513/10182/3B1NLC6UG0N6351V6M2KKG5LZHTPGE/state"
"1944364","clientLogIn","2018-08-22T23:07:47Z","userAgent","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36"
"1944364","clientLogIn","2018-08-22T23:07:47Z","host","nlab.ph.ucla.edu:9663"
"1944364","clientLogIn","2018-08-22T23:07:47Z","ipAddress","171.61.233.16"
"1944364","clientLogIn","2018-08-22T23:07:47Z","requestURI","/game/513/10182/3C44YUNSI2G3RLR44W1CEV2OMPDPD4/state"
"1944364","clientLogIn","2018-08-22T23:07:47Z","clientId","3C44YUNSI2G3RLR44W1CEV2OMPDPD4"
"1944364","clientLogIn","2018-08-22T23:07:47Z","referer","https://nlab.ph.ucla.edu:9663/game/513/10182/3C44YUNSI2G3RLR44W1CEV2OMPDPD4/connected?connectionSpeed=394"
"1944364","clientLogIn","2018-08-22T23:07:47Z","connection","keep-alive"
"1944364","clientLogIn","2018-08-22T23:07:47Z","acceptLanguage","en-US,en;q=0.9"
"1944364","clientLogIn","2018-08-22T23:07:47Z","acceptEncoding","gzip, deflate, br"
"1944365","clientLogIn","2018-08-22T23:08:02Z","clientId","36U2A8VAG2Q5E5PFN0JIVZQQA3DKY6"
"1944365","clientLogIn","2018-08-22T23:08:02Z","referer","https://nlab.ph.ucla.edu:9663/game/513/10182/36U2A8VAG2Q5E5PFN0JIVZQQA3DKY6/connected?connectionSpeed=3569"
"1944365","clientLogIn","2018-08-22T23:08:02Z","connection","keep-alive"
"1944365","clientLogIn","2018-08-22T23:08:02Z","acceptLanguage","en-US,en;q=0.9,es;q=0.8"
"1944365","clientLogIn","2018-08-22T23:08:02Z","acceptEncoding","gzip, deflate, br"
"1944365","clientLogIn","2018-08-22T23:08:02Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36"
"1944365","clientLogIn","2018-08-22T23:08:02Z","host","nlab.ph.ucla.edu:9663"
"1944365","clientLogIn","2018-08-22T23:08:02Z","ipAddress","98.27.62.251"
"1944365","clientLogIn","2018-08-22T23:08:02Z","requestURI","/game/513/10182/36U2A8VAG2Q5E5PFN0JIVZQQA3DKY6/state"
"1944366","clientLogIn","2018-08-22T23:08:30Z","clientId","36U2A8VAG2Q5E5PFN0JIVZQQA3DKY6"
"1944366","clientLogIn","2018-08-22T23:08:30Z","referer","https://nlab.ph.ucla.edu:9663/game/513/10182/36U2A8VAG2Q5E5PFN0JIVZQQA3DKY6/connected?connectionSpeed=2702"
"1944366","clientLogIn","2018-08-22T23:08:30Z","connection","keep-alive"
"1944366","clientLogIn","2018-08-22T23:08:30Z","acceptLanguage","en-US,en;q=0.9,es;q=0.8"
"1944366","clientLogIn","2018-08-22T23:08:30Z","acceptEncoding","gzip, deflate, br"
"1944366","clientLogIn","2018-08-22T23:08:30Z","userAgent","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36"
"1944366","clientLogIn","2018-08-22T23:08:30Z","host","nlab.ph.ucla.edu:9663"
"1944366","clientLogIn","2018-08-22T23:08:30Z","ipAddress","98.27.62.251"
"1944366","clientLogIn","2018-08-22T23:08:30Z","requestURI","/game/513/10182/36U2A8VAG2Q5E5PFN0JIVZQQA3DKY6/state"
