"id","event","event_date","data_name","data_value"
"2030225","clientLogIn","2018-12-26T07:10:37Z","clientId","336YQZE83W5225FYXAR1ZFK1DS45M3"
"2030225","clientLogIn","2018-12-26T07:10:37Z","referer","https://nlab.ph.ucla.edu:9663/game/513/10342/336YQZE83W5225FYXAR1ZFK1DS45M3/connected?connectionSpeed=815"
"2030225","clientLogIn","2018-12-26T07:10:37Z","connection","keep-alive"
"2030225","clientLogIn","2018-12-26T07:10:37Z","acceptLanguage","en-US,en;q=0.9,it-IT;q=0.8,it;q=0.7"
"2030225","clientLogIn","2018-12-26T07:10:37Z","acceptEncoding","gzip, deflate, br"
"2030225","clientLogIn","2018-12-26T07:10:37Z","userAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
"2030225","clientLogIn","2018-12-26T07:10:37Z","host","nlab.ph.ucla.edu:9663"
"2030225","clientLogIn","2018-12-26T07:10:37Z","ipAddress","82.58.3.156"
"2030225","clientLogIn","2018-12-26T07:10:37Z","requestURI","/game/513/10342/336YQZE83W5225FYXAR1ZFK1DS45M3/state"
"2030226","clientLogIn","2018-12-26T07:10:38Z","clientId","33FBRBDW6PQ8G1M9IJ4Q83PGL418CQ"
"2030226","clientLogIn","2018-12-26T07:10:38Z","referer","https://nlab.ph.ucla.edu:9663/game/513/10342/33FBRBDW6PQ8G1M9IJ4Q83PGL418CQ/connected?connectionSpeed=661"
"2030226","clientLogIn","2018-12-26T07:10:38Z","connection","keep-alive"
"2030226","clientLogIn","2018-12-26T07:10:38Z","acceptLanguage","en-US,en;q=0.9"
"2030226","clientLogIn","2018-12-26T07:10:38Z","acceptEncoding","gzip, deflate, br"
"2030226","clientLogIn","2018-12-26T07:10:38Z","userAgent","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.98 Safari/537.36"
"2030226","clientLogIn","2018-12-26T07:10:38Z","host","nlab.ph.ucla.edu:9663"
"2030226","clientLogIn","2018-12-26T07:10:38Z","ipAddress","172.78.29.161"
