"id","event","event_date","data_name","data_value"
"2004584","clientLogIn","2018-12-12T00:12:20Z","clientId","3VBEN272MLQ3GXHNY36EFLAWUPKGSP"
"2004584","clientLogIn","2018-12-12T00:12:20Z","referer","https://nlab.ph.ucla.edu:9663/game/513/10308/3VBEN272MLQ3GXHNY36EFLAWUPKGSP/connected?connectionSpeed=639"
"2004584","clientLogIn","2018-12-12T00:12:20Z","connection","keep-alive"
"2004584","clientLogIn","2018-12-12T00:12:20Z","acceptLanguage","en-US,en;q=0.9"
"2004584","clientLogIn","2018-12-12T00:12:20Z","acceptEncoding","gzip, deflate, br"
"2004584","clientLogIn","2018-12-12T00:12:20Z","userAgent","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.80 Safari/537.36"
"2004584","clientLogIn","2018-12-12T00:12:20Z","host","nlab.ph.ucla.edu:9663"
"2004584","clientLogIn","2018-12-12T00:12:20Z","ipAddress","207.189.24.175"
"2004584","clientLogIn","2018-12-12T00:12:20Z","requestURI","/game/513/10308/3VBEN272MLQ3GXHNY36EFLAWUPKGSP/state"
"2004585","clientLogIn","2018-12-12T00:12:21Z","clientId","3MH9DQ757X3JVA9RN81EUMSKFM5GU5"
"2004585","clientLogIn","2018-12-12T00:12:21Z","referer","https://nlab.ph.ucla.edu:9663/game/513/10308/3MH9DQ757X3JVA9RN81EUMSKFM5GU5/connected?connectionSpeed=4657"
"2004585","clientLogIn","2018-12-12T00:12:21Z","connection","keep-alive"
"2004585","clientLogIn","2018-12-12T00:12:21Z","acceptLanguage","en-US,en;q=0.9"
"2004585","clientLogIn","2018-12-12T00:12:21Z","acceptEncoding","gzip, deflate, br"
"2004585","clientLogIn","2018-12-12T00:12:21Z","userAgent","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.110 Safari/537.36"
"2004585","clientLogIn","2018-12-12T00:12:21Z","host","nlab.ph.ucla.edu:9663"
"2004585","clientLogIn","2018-12-12T00:12:21Z","ipAddress","73.165.184.111"
"2004585","clientLogIn","2018-12-12T00:12:21Z","requestURI","/game/513/10308/3MH9DQ757X3JVA9RN81EUMSKFM5GU5/state"
"2004586","clientLogIn","2018-12-12T00:12:26Z","clientId","358010RM5FKUUBTHH8BNEUUYWJAVX1"
"2004586","clientLogIn","2018-12-12T00:12:26Z","referer","https://nlab.ph.ucla.edu:9663/game/513/10308/358010RM5FKUUBTHH8BNEUUYWJAVX1/connected?connectionSpeed=815"
